date;time;status;reference;description;assetType;type;isin;shares;price;amount;fee;tax;currency
2025-04-10;17:02:01;Executed;"SCALZBFKSjhKc38";"WisdomTree S&P 500 5x Daily Leveraged";Security;Savings plan;XS2771643025;7,763;12,88;-99,98744;0,00;0,00;EUR
2025-04-10;16:58:50;Executed;"SCAL4V2ZGZVHysa";"Apple";Security;Savings plan;US0378331005;1,177;169,92;-199,99584;0,00;0,00;EUR
2025-04-10;16:56:33;Executed;"SCAL8V4u5uE4HFC";"Broadcom";Security;Savings plan;US11135F1012;1,27;157,36;-199,8472;0,00;0,00;EUR
2025-04-10;16:51:38;Executed;"SCALFVFNpeBAAVi";"Invesco MSCI World (Acc)";Security;Savings plan;IE00B60SX394;1,035;96,576;-99,95616;0,00;0,00;EUR
2025-04-10;16:45:36;Executed;"SCALpxNrdFF8gjF";"Xtrackers Nasdaq 100 (Acc)";Security;Savings plan;IE00BMFKG444;2,596;38,52;-99,99792;0,00;0,00;EUR
2025-04-10;16:38:04;Executed;"SCALJd5YUGsLwJj";"Taiwan Semiconductor Manufact. ADR";Security;Savings plan;US8740391003;1,451;137,80;-199,9478;0,00;0,00;EUR
2025-04-10;16:35:36;Executed;"SCALLcpcN9dDEMK";"ASML Holding";Security;Savings plan;NL0010273215;0,169;591,20;-99,9128;0,00;0,00;EUR
2025-04-10;16:33:01;Executed;"SCALmQZLiL74Qyd";"iShares S&P 500 Information Technology Sector (Acc)";Security;Savings plan;IE00B3WJKG14;3,936;25,405;-99,99408;0,00;0,00;EUR
2025-04-10;16:32:12;Executed;"SCALXcfNCmEyiqi";"Microsoft";Security;Savings plan;US5949181045;0,588;340,10;-199,9788;0,00;0,00;EUR
2025-04-10;16:19:41;Executed;"SCAL4Rj3i5kVjr6";"NVIDIA";Security;Savings plan;US67066G1040;2,57;97,27;-249,9839;0,00;0,00;EUR
2025-04-10;16:17:06;Executed;"SCALHhQLaHZYtDe";"Meta Platforms A";Security;Savings plan;US30303M1027;0,399;501,00;-199,899;0,00;0,00;EUR
2025-04-09;20:51:31;Cancelled;"SCALdyPLGu1viAV";"iShares MSCI India (Acc)";Security;Buy;IE00BZCQB185;0;0,00;0,00;0,00;0,00;EUR
2025-04-09;20:50:58;Cancelled;"SCALE6CeKxVimKd";"Apple";Security;Buy;US0378331005;0;0,00;0,00;0,00;0,00;EUR
2025-04-09;20:45:59;Cancelled;"SCALy562KWbEBJV";"Advanced Micro Devices";Security;Buy;US0079031078;0;0,00;0,00;0,00;0,00;EUR
2025-04-09;20:36:09;Cancelled;"SCAL5ZY72tnfBP1";"Tesla";Security;Buy;US88160R1014;0;0,00;0,00;0,00;0,00;EUR
2025-04-09;18:08:04;Cancelled;"SCALWQHyGsL5Hhh";"iShares Blockchain Technology (Acc)";Security;Buy;IE000RDRMSD1;0;0,00;0,00;0,00;0,00;EUR
2025-04-09;02:00:00;Executed;"F7URTX92QBARGG2RZ7ZHH4";"Scalable Capital Broker 14x savingsplan";Cash;Deposit;;;;2.100,00;0,00;;EUR
2025-04-08;02:00:00;Executed;"954809732";"Transferred with Deutsche Bank Mobile";Cash;Deposit;;;;1.500,00;0,00;;EUR
2025-04-07;11:48:15;Executed;"SCALhbSXak9W57K";"NVIDIA";Security;Savings plan;US67066G1040;3,053;81,88;-249,97964;0,00;0,00;EUR
2025-04-07;11:42:41;Executed;"SCALrXjBo3nuJeU";"Amazon.com";Security;Savings plan;US0231351067;1,33;150,32;-199,9256;0,00;0,00;EUR
2025-04-07;11:42:07;Executed;"SCALjezSXX3kcqu";"Leverage Shares 3x NVIDIA";Security;Savings plan;XS2820604770;26,628;9,3885;-249,996978;0,00;0,00;EUR
2025-04-07;11:32:38;Executed;"SCAL48bQf3X6VZo";"Alphabet A";Security;Savings plan;US02079K3059;1,569;127,40;-199,8906;0,00;0,00;EUR
2025-04-07;11:14:31;Executed;"SCALd1m8jjG5qGJ";"Leverage Shares 3x Long Artificial Intelligence";Security;Savings plan;XS2779861751;9,541;10,48;-99,98968;0,00;0,00;EUR
2025-04-07;11:03:02;Executed;"SCALxzwcCCK4f3L";"iShares Blockchain Technology (Acc)";Security;Savings plan;IE000RDRMSD1;14,263;7,011;-99,997893;0,00;0,00;EUR
2025-04-07;08:49:07;Executed;"SCALvRCyAa92r1y";"Leverage Shares 3x NVIDIA";Security;Buy;XS2820604770;30;7,00;-210,00;0,99;0,00;EUR
2025-04-07;08:41:56;Executed;"SCALMtFeaEYYxmy";"WisdomTree S&P 500 5x Daily Leveraged";Security;Buy;XS2771643025;10;9,056;-90,56;0,99;0,00;EUR
2025-04-07;08:31:27;Executed;"SCALLDDAgwq7k5v";"iShares Physical Gold ETC";Security;Sell;IE00B4ND3602;10;53,245;532,45;0,99;0,00;EUR
2025-04-07;07:46:48;Executed;"SCALLWe7t3bmZrJ";"Leverage Shares 3x NVIDIA";Security;Buy;XS2820604770;10;8,2605;-82,605;0,99;0,00;EUR
2025-04-07;02:00:00;Executed;"954729156";"Transferred with Deutsche Bank Mobile";Cash;Deposit;;;;1.500,00;0,00;;EUR
2025-04-04;16:42:45;Cancelled;"SCALNj3J8W8sMz3";"Leverage Shares 3x NVIDIA";Security;Sell;XS2820604770;0;0,00;0,00;0,00;0,00;EUR
2025-04-04;13:15:33;Executed;"SCALvKnkUj5oEcy";"Leverage Shares 3x NVIDIA";Security;Buy;XS2820604770;15;11,998;-179,97;0,99;0,00;EUR
2025-04-04;12:10:43;Executed;"SCALnQ6cqRDDX6Y";"Leverage Shares 3x NVIDIA";Security;Buy;XS2820604770;10;13,468;-134,68;0,99;0,00;EUR
2025-04-04;02:00:00;Executed;"Q5WBQP1F8TYXH8XRMUPBS3";"Scalable Capital Broker 6x savings plan";Cash;Deposit;;;;1.100,00;0,00;;EUR
2025-04-03;02:00:00;Executed;"WWEK 44093681";"Vanguard S&P 500 (Dist)";Cash;Distribution;IE00B3XXRP09;;;0,67;0,00;0,00;EUR
2025-04-03;02:00:00;Executed;"WWEK 43998586";"NVIDIA";Cash;Distribution;US67066G1040;;;0,34;0,00;0,14;EUR
2025-04-01;14:10:34;Executed;"SCALyx3kMEZnp6A";"Broadcom";Security;Savings plan;US11135F1012;0,643;155,28;-99,84504;0,00;0,00;EUR
2025-04-01;14:09:35;Executed;"SCALTaEsMofgsUe";"Taiwan Semiconductor Manufact. ADR";Security;Savings plan;US8740391003;1,295;154,40;-199,948;0,00;0,00;EUR
2025-04-01;13:22:25;Executed;"SCALC8nvwpd6DMD";"Xtrackers Nasdaq 100 (Acc)";Security;Savings plan;IE00BMFKG444;2,434;41,075;-99,97655;0,00;0,00;EUR
2025-04-01;13:20:35;Executed;"SCALmuie8ycshax";"Advanced Micro Devices";Security;Savings plan;US0079031078;1,579;94,95;-149,92605;0,00;0,00;EUR
2025-04-01;02:00:00;Executed;"WWEK 43579202";"Broadcom";Cash;Distribution;US11135F1012;;;0,54;0,00;0,24;EUR
2025-03-31;15:28:13;Executed;"SCALg1e6X6Apy6x";"Leverage Shares 3x NVIDIA";Security;Buy;XS2820604770;10;15,984;-159,84;0,99;0,00;EUR
2025-03-31;14:40:24;Cancelled;"SCALWEyZNBJuFBr";"Leverage Shares 3x NVIDIA";Security;Buy;XS2820604770;0;0,00;0,00;0,00;0,00;EUR
2025-03-31;02:00:00;Executed;"OELHBT5HW4FH7KMWVKNZJS";"Scalable Capital Broker 4x savings plan";Cash;Deposit;;;;550,00;0,00;;EUR
2025-03-28;17:58:57;Executed;"SCALxcQSv2484zY";"iShares Blockchain Technology (Acc)";Security;Buy;IE000RDRMSD1;15;8,41;-126,15;0,99;0,00;EUR
2025-03-28;17:58:02;Executed;"SCALZDVPnPzKFCj";"Leverage Shares 3x Long Artificial Intelligence";Security;Buy;XS2779861751;7;19,87;-139,09;0,99;0,00;EUR
2025-03-28;17:53:26;Executed;"SCALdcrZFjsdGQ6";"iShares MSCI Global Semiconductors (Acc)";Security;Buy;IE000I8KRLL9;16;5,989;-95,824;0,99;0,00;EUR
2025-03-27;01:00:00;Executed;"WWEK 43298201";"Meta Platforms A";Cash;Distribution;US30303M1027;;;0,23;0,00;0,10;EUR
2025-03-25;11:18:33;Executed;"SCALZy4Prb8hEAk";"Meta Platforms A";Security;Savings plan;US30303M1027;0,174;572,90;-99,6846;0,00;0,00;EUR
2025-03-24;01:00:00;Executed;"ATHDAQ1KCS16GTNMYVR2MB";"Scalable Capital Broker savings plan";Cash;Deposit;;;;100,00;0,00;;EUR
2025-03-19;16:27:09;Executed;"SCAL2YjY3M9ak9m";"Apple";Security;Savings plan;US0378331005;1,009;198,18;-199,96362;0,00;0,00;EUR
2025-03-18;13:11:07;Executed;"SCALnZdf7dzWeUS";"Intel Corp";Security;Sell;US4581401001;9,995;23,545;235,332275;0,99;0,00;EUR
2025-03-18;01:00:00;Executed;"8VUKE46ZRY3V2QBRQCJA9P";"Scalable Capital Broker savings plan";Cash;Deposit;;;;200,00;0,00;;EUR
2025-03-18;01:00:00;Executed;"WWEK 42984609";"Alphabet A";Cash;Distribution;US02079K3059;;;0,58;0,00;0,26;EUR
2025-03-17;11:08:32;Executed;"SCALWJHVc5knH8u";"WisdomTree S&P 500 5x Daily Leveraged";Security;Savings plan;XS2771643025;4,652;21,492;-99,980784;0,00;0,00;EUR
2025-03-14;01:00:00;Executed;"WWEK 42706679";"Microsoft";Cash;Distribution;US5949181045;;;2,98;0,00;1,26;EUR
2025-03-14;01:00:00;Executed;"GRMSEKUV1ICGJGDYJLHHCW";"Scalable Capital Broker savings plan";Cash;Deposit;;;;100,00;0,00;;EUR
2025-03-13;12:05:02;Executed;"SCALruxsA8b1LzB";"iShares Physical Silver ETC (Acc)";Security;Savings plan;IE00B4NCWG09;3,427;29,172;-99,972444;0,00;0,00;EUR
2025-03-13;11:41:59;Executed;"SCALFuDR4ULSG3o";"iShares S&P 500 Information Technology Sector (Acc)";Security;Savings plan;IE00B3WJKG14;3,579;27,94;-99,99726;0,00;0,00;EUR
2025-03-12;13:17:24;Executed;"SCALo7BaYWA63AK";"Tesla";Security;Buy;US88160R1014;1;220,40;-220,40;0,99;0,00;EUR
2025-03-12;07:35:16;Executed;"SCALtf5DVkRy3Qa";"iShares Physical Silver ETC (Acc)";Security;Sell;IE00B4NCWG09;24;28,748;689,952;0,99;0,00;EUR
2025-03-12;06:31:11;Expired;"SCALTeU7MwxRzQU";"NVIDIA";Security;Sell;US67066G1040;0;0,00;0,00;0,00;0,00;EUR
2025-03-12;01:00:00;Executed;"AWEYQVN99CJDTTU7J1PKGY";"Scalable Capital Broker 2x savings plan";Cash;Deposit;;;;200,00;0,00;;EUR
2025-03-10;12:18:08;Executed;"SCALK5xuUGLwzed";"Xtrackers Artificial Intelligence & Big Data (Acc)";Security;Savings plan;IE00BGV5VN51;0,801;124,82;-99,98082;0,00;0,00;EUR
2025-03-10;12:10:20;Executed;"SCALWJfjxSgfC28";"Microsoft";Security;Savings plan;US5949181045;0,557;359,05;-199,99085;0,00;0,00;EUR
2025-03-10;11:24:37;Executed;"SCALVDU5CW7BdJn";"Invesco MSCI World (Acc)";Security;Savings plan;IE00B60SX394;1,033;106,39;-109,90087;0,00;0,00;EUR
2025-03-07;18:01:23;Executed;"SCALQFW4RcDPL9E";"Leverage Shares 3x NVIDIA";Security;Buy;XS2820604770;6;19,10;-114,60;0,99;0,00;EUR
2025-03-07;12:01:28;Executed;"SCAL2gED1ENdr81";"Amazon.com";Security;Savings plan;US0231351067;1,084;184,40;-199,8896;0,00;0,00;EUR
2025-03-07;12:01:01;Executed;"SCALX8FhcW8AMf3";"Leverage Shares 3x NVIDIA";Security;Savings plan;XS2820604770;12,094;20,67;-249,98298;0,00;0,00;EUR
2025-03-07;11:57:01;Executed;"SCALBcFnNJAJAUm";"NVIDIA";Security;Savings plan;US67066G1040;2,415;103,50;-249,9525;0,00;0,00;EUR
2025-03-07;11:47:02;Executed;"SCALggmAwdyC1fQ";"Leverage Shares 3x Long Artificial Intelligence";Security;Savings plan;XS2779861751;4,366;22,90;-99,9814;0,00;0,00;EUR
2025-03-07;11:35:48;Executed;"SCALLLQ56EbtLV3";"Alphabet A";Security;Savings plan;US02079K3059;1,259;158,84;-199,97956;0,00;0,00;EUR
2025-03-07;11:15:04;Executed;"SCALx83LTJKjx72";"iShares Blockchain Technology (Acc)";Security;Savings plan;IE000RDRMSD1;10,537;9,49;-99,99613;0,00;0,00;EUR
2025-03-07;01:00:00;Executed;"H66XGC9BZJ42UUJIRLEWBT";"Scalable Capital Broker 3x savings plan";Cash;Deposit;;;;410,00;0,00;;EUR
2025-03-06;01:00:00;Executed;"QDSDGGDHZ8YUXMZ7TSE9G9";"Scalable Capital Broker 6x savings plan";Cash;Deposit;;;;1.100,00;0,00;;EUR
2025-03-04;13:05:31;Executed;"SCALB5pgbUfJfmR";"Leverage Shares 3x NVIDIA";Security;Buy;XS2820604770;10;21,988;-219,88;0,99;0,00;EUR
2025-03-04;09:41:18;Cancelled;"SCALXTv16m8jnv6";"21Shares Cardano ETP";Security;Buy;CH1102728750;0;0,00;0,00;0,00;0,00;EUR
2025-03-03;19:24:54;Executed;"SCALRAVwBuRDeDA";"Leverage Shares 3x NVIDIA";Security;Buy;XS2820604770;10;25,536;-255,36;0,99;0,00;EUR
2025-03-03;19:24:13;Executed;"SCALfYBH86Vyi3G";"Leverage Shares 3x Long Artificial Intelligence";Security;Buy;XS2779861751;4;25,38;-101,52;0,99;0,00;EUR
2025-03-03;19:22:36;Executed;"SCALcKkL3Yw4vdu";"Amundi MSCI World  (Acc)";Security;Sell;IE000BI8OT95;5;131,885;659,425;0,99;0,00;EUR
2025-03-03;19:00:57;Executed;"SCALsZrgcGHa6oh";"NVIDIA";Security;Buy;US67066G1040;1;111,22;-111,22;0,99;0,00;EUR
2025-03-03;14:13:46;Executed;"SCAL3yLUGC52vSb";"Advanced Micro Devices";Security;Savings plan;US0079031078;1,552;96,64;-149,98528;0,00;0,00;EUR
2025-03-03;14:07:15;Executed;"SCALAYTMMTHEt3Q";"Taiwan Semiconductor Manufact. ADR";Security;Savings plan;US8740391003;1,152;173,60;-199,9872;0,00;0,00;EUR
2025-03-03;13:32:41;Executed;"SCALYvoq7UbuYmW";"Broadcom";Security;Savings plan;US11135F1012;0,512;195,12;-99,90144;0,00;0,00;EUR
2025-03-03;13:18:47;Executed;"SCALZSbKXajAHLy";"Xtrackers Nasdaq 100 (Acc)";Security;Savings plan;IE00BMFKG444;2,154;46,405;-99,95637;0,00;0,00;EUR
2025-02-28;01:00:00;Executed;"2TCLUTKFADO7B2DOH7XMBG";"Scalable Capital Broker 4x savings plan";Cash;Deposit;;;;550,00;0,00;;EUR
2025-02-25;17:06:50;Executed;"SCALu1mfxmy3yAY";"Advanced Micro Devices";Security;Buy;US0079031078;1;100,90;-100,90;0,99;0,00;EUR
2025-02-25;11:51:37;Executed;"SCAL5THF5BWVGub";"Meta Platforms A";Security;Savings plan;US30303M1027;0,157;634,40;-99,6008;0,00;0,00;EUR
2025-02-25;11:42:48;Executed;"SCALy4ebhjJ6HCa";"NVIDIA";Security;Savings plan;US67066G1040;2,042;122,38;-249,89996;0,00;0,00;EUR
2025-02-25;11:20:05;Executed;"SCALjer5gWibYj8";"Alphabet A";Security;Savings plan;US02079K3059;1,173;170,36;-199,83228;0,00;0,00;EUR
2025-02-25;11:18:21;Executed;"SCALVpgk4k35T1X";"iShares Physical Gold ETC";Security;Savings plan;IE00B4ND3602;1,831;54,595;-99,963445;0,00;0,00;EUR
2025-02-25;11:12:43;Executed;"SCAL3zZfz6z8TQB";"iShares Blockchain Technology (Acc)";Security;Buy;IE000RDRMSD1;15;10,41;-156,15;0,99;0,00;EUR
2025-02-25;01:00:00;Executed;"WWUM 00442695717";"Amundi MSCI World V (Acc)";Security;Corporate action;LU1781541179;-38,628;18,120534327;-699,959999983356;;;EUR
2025-02-25;01:00:00;Executed;"WWUM 00442695726";"Amundi MSCI World  (Acc)";Security;Corporate action;IE000BI8OT95;5,605;124,881355932;699,95999999886;;;EUR
2025-02-24;14:54:54;Executed;"SCAL3d85LLgucqh";"Leverage Shares 3x Long Artificial Intelligence";Security;Buy;XS2779861751;5;32,35;-161,75;0,99;0,00;EUR
2025-02-24;01:00:00;Executed;"JWJJ6IBBXQJ4ZGNQEMGDO2";"Scalable Capital Broker 5x savings plan";Cash;Deposit;;;;750,00;0,00;;EUR
2025-02-19;13:41:17;Executed;"SCALcR3z1cuHLdo";"Apple";Security;Savings plan;US0378331005;0,852;234,50;-199,794;0,00;0,00;EUR
2025-02-19;13:09:49;Executed;"SCALJHpYVnm6kbL";"Amazon.com";Security;Savings plan;US0231351067;0,921;217,05;-199,90305;0,00;0,00;EUR
2025-02-19;01:00:00;Executed;"WWEK 42025841";"ASML Holding";Cash;Distribution;NL0010273215;;;2,18;0,00;0,39;EUR
2025-02-18;17:50:34;Executed;"SCALw1dmFo7MPrH";"21Shares Cardano ETP";Security;Buy;CH1102728750;8;13,328;-106,624;2,04;0,00;EUR
2025-02-18;01:00:00;Executed;"GH3RR8T1BBC2ZGBCCF5KDX";"Scalable Capital Broker 2x savings plan";Cash;Deposit;;;;400,00;0,00;;EUR
2025-02-17;17:36:02;Executed;"SCALZjdzSHBsDv3";"Leverage Shares 3x Long Artificial Intelligence";Security;Sell;XS2779861751;5;35,82;179,10;0,99;0,00;EUR
2025-02-14;01:00:00;Executed;"WWEK 41796054";"Apple";Cash;Distribution;US0378331005;;;0,83;0,00;0,34;EUR
2025-02-13;11:58:04;Executed;"SCAL8KKSoxhAjr3";"iShares Physical Silver ETC (Acc)";Security;Savings plan;IE00B4NCWG09;3,378;29,60;-99,9888;0,00;0,00;EUR
2025-02-13;11:51:54;Executed;"SCALACkUtsWFGhy";"iShares MSCI India (Acc)";Security;Savings plan;IE00BZCQB185;11,876;8,42;-99,9959;0,00;0,00;EUR
2025-02-13;11:25:56;Executed;"SCALpyjjWTR6gFx";"iShares S&P 500 Information Technology Sector (Acc)";Security;Savings plan;IE00B3WJKG14;3,095;32,31;-99,9994;0,00;0,00;EUR
2025-02-12;08:05:40;Executed;"SCAL6ZJEv5ibLNf";"Tesla";Security;Buy;US88160R1014;1;315,95;-315,95;0,99;0,00;EUR
2025-02-12;01:00:00;Executed;"NNQEALJJYA8WH8AEIGMRF";"Scalable Capital Broker 3x savings plan";Cash;Deposit;;;;300,00;0,00;;EUR
2025-02-11;20:34:58;Executed;"SCALqxnZn7HYmQt";"21Shares Cardano ETP";Security;Buy;CH1102728750;8;13,698;-109,584;2,07;0,00;EUR
2025-02-11;07:26:12;Cancelled;"SCAL6C7trFv5axC";"Leverage Shares 3x NVIDIA";Security;Buy;XS2820604770;0;0,00;0,00;0,00;0,00;EUR
2025-02-10;20:04:33;Cancelled;"SCALkYy9V7BW9rk";"NVIDIA";Security;Buy;US67066G1040;0;0,00;0,00;0,00;0,00;EUR
2025-02-10;11:09:58;Executed;"SCALxmfbBvifmqk";"Xtrackers Artificial Intelligence & Big Data (Acc)";Security;Savings plan;IE00BGV5VN51;0,696;143,52;-99,8899;0,00;0,00;EUR
2025-02-10;11:01:43;Executed;"SCAL6TAkYy66xdM";"Invesco MSCI World (Acc)";Security;Savings plan;IE00B60SX394;0,946;116,165;-109,892;0,00;0,00;EUR
2025-02-07;01:00:00;Executed;"KVTWFL6BZIIJLJS7LKEAXA";"Scalable Capital Broker 2x savings plan";Cash;Deposit;;;;210,00;0,00;;EUR
2025-02-05;15:37:00;Executed;"SCALngXhfG2NvFu";"Advanced Micro Devices";Security;Buy;US0079031078;2;103,00;-206,00;0,99;0,00;EUR
2025-02-05;14:50:28;Executed;"SCALYjQTCoYDAXW";"Amazon.com";Security;Sell;US0231351067;1;229,35;229,35;0,99;0,00;EUR
2025-02-05;13:53:42;Executed;"SCAL5vqXkQJWLwk";"Xtrackers MSCI World (Acc)";Security;Savings plan;IE00BJ0KDQ92;1,029;116,56;-119,9402;0,00;0,00;EUR
2025-02-05;13:13:02;Executed;"SCALLW4TeJkvfYf";"WisdomTree S&P 500 5x Daily Leveraged";Security;Savings plan;XS2771643025;2,99;33,438;-99,9796;0,00;0,00;EUR
2025-02-03;14:18:09;Executed;"SCALErdUJVpHP7U";"Apple";Security;Savings plan;US0378331005;0,888;225,05;-199,8444;0,00;0,00;EUR
2025-02-03;14:13:16;Executed;"SCALzdhFSMG9c2c";"Amazon.com";Security;Savings plan;US0231351067;0,879;227,35;-199,8406;0,00;0,00;EUR
2025-02-03;14:05:30;Executed;"SCALe29pZbWpLj6";"Broadcom";Security;Savings plan;US11135F1012;0,479;208,35;-99,7996;0,00;0,00;EUR
2025-02-03;13:58:52;Executed;"SCALYXysuPTTKFE";"Xtrackers Nasdaq 100 (Acc)";Security;Savings plan;IE00BMFKG444;2,11;47,39;-99,9929;0,00;0,00;EUR
2025-02-03;13:53:15;Executed;"SCALngNfcZzuN2G";"Advanced Micro Devices";Security;Savings plan;US0079031078;1,361;110,16;-149,9277;0,00;0,00;EUR
2025-02-03;13:41:38;Executed;"SCALcqoH4Fo7rge";"ASML Holding";Security;Savings plan;NL0010273215;0,285;701,40;-199,899;0,00;0,00;EUR
2025-02-03;13:36:28;Executed;"SCAL9pVPNPdbggC";"iShares Core S&P 500 (Acc)";Security;Savings plan;IE00B5BMR087;0,407;613,90;-249,8573;0,00;0,00;EUR
2025-02-03;13:31:29;Executed;"SCALAhn8m2P17S9";"Taiwan Semiconductor Manufact. ADR";Security;Savings plan;US8740391003;1,011;197,80;-199,9758;0,00;0,00;EUR
2025-02-03;09:16:11;Executed;"SCALufDi2B3BUzt";"Leverage Shares 3x NVIDIA";Security;Buy;XS2820604770;4;29,544;-118,176;0,99;0,00;EUR
2025-02-03;08:34:02;Executed;"SCALYLLd1y3jSoC";"NVIDIA";Security;Buy;US67066G1040;3;111,74;-335,22;0,99;0,00;EUR
2025-02-03;08:32:03;Cancelled;"SCALw4sNWaCuNFu";"Leverage Shares 3x NVIDIA";Security;Buy;XS2820604770;0;0,00;0,00;0,00;0,00;EUR
2025-02-03;01:00:00;Executed;"BURBTQBFXYWFGSTD4UVUAP";"Scalable Capital Broker 2x savings plan";Cash;Deposit;;;;220,00;0,00;;EUR
2025-01-31;01:00:00;Executed;"CD6ZA8QBVHSDSSVNQZRZDX";"Scalable Capital Broker 8x savings plan";Cash;Deposit;;;;1.400,00;0,00;;EUR
2025-01-30;07:44:08;Cancelled;"SCALoH4FQbWBTPT";"NVIDIA";Security;Sell;US67066G1040;0;0,00;0,00;0,00;0,00;EUR
2025-01-30;07:44:02;Cancelled;"SCAL3QvjwWUSYH3";"NVIDIA";Security;Sell;US67066G1040;0;0,00;0,00;0,00;0,00;EUR
2025-01-29;13:00:01;Executed;"SCALKanXnF2HmXE";"Leverage Shares 3x Long Artificial Intelligence";Security;Buy;XS2779861751;10;29,28;-292,80;0,99;0,00;EUR
2025-01-28;09:33:41;Executed;"SCALuQCa4QmYmTj";"iShares Blockchain Technology (Acc)";Security;Buy;IE000RDRMSD1;10;11,92;-119,20;0,99;0,00;EUR
2025-01-28;01:00:00;Executed;"950595238";"Transferred with Deutsche Bank Mobile";Cash;Deposit;;;;1.500,00;0,00;;EUR
2025-01-27;20:55:20;Cancelled;"SCALKTs2TkJ2EkX";"Leverage Shares 3x NVIDIA";Security;Buy;XS2820604770;0;0,00;0,00;0,00;0,00;EUR
2025-01-27;18:42:18;Cancelled;"SCAL7d6mubwXJGm";"NVIDIA";Security;Sell;US67066G1040;0;0,00;0,00;0,00;0,00;EUR
2025-01-27;18:42:00;Cancelled;"SCALeT6h5nvqRac";"Leverage Shares 3x Long Artificial Intelligence (Acc)";Security;Buy;XS2779861751;0;0,00;0,00;0,00;0,00;EUR
2025-01-27;18:41:19;Cancelled;"SCALhk6xz7RNCnw";"Leverage Shares 3x NVIDIA";Security;Sell;XS2820604770;0;0,00;0,00;0,00;0,00;EUR
2025-01-27;18:41:11;Cancelled;"SCAL9GCZE3uYVrR";"Leverage Shares 3x NVIDIA";Security;Buy;XS2820604770;0;0,00;0,00;0,00;0,00;EUR
2025-01-27;18:36:21;Executed;"SCAL4SonEYwzbDR";"Leverage Shares 3x NVIDIA";Security;Buy;XS2820604770;5;34,95;-174,75;0,99;0,00;EUR
2025-01-27;17:48:53;Cancelled;"SCALQNVgAhSg41w";"Leverage Shares 3x NVIDIA";Security;Buy;XS2820604770;0;0,00;0,00;0,00;0,00;EUR
2025-01-27;17:47:27;Cancelled;"SCALPGtAYBQupi7";"iShares Blockchain Technology (Acc)";Security;Buy;IE000RDRMSD1;0;0,00;0,00;0,00;0,00;EUR
2025-01-27;17:29:38;Executed;"SCALp4QpUQCF62B";"NVIDIA";Security;Buy;US67066G1040;5;113,68;-568,40;0,99;0,00;EUR
2025-01-27;15:57:08;Executed;"SCALk2LsevtrS75";"iShares Blockchain Technology (Acc)";Security;Savings plan;IE000RDRMSD1;20,434;12,234;-249,9895;0,00;0,00;EUR
2025-01-27;15:47:36;Executed;"SCALTm4YXSTWMNs";"Tesla";Security;Savings plan;US88160R1014;0,524;381,60;-199,9584;0,00;0,00;EUR
2025-01-27;15:34:00;Executed;"SCALHQboQbMC4K7";"iShares Physical Gold ETC";Security;Savings plan;IE00B4ND3602;4,919;50,815;-249,9589;0,00;0,00;EUR
2025-01-27;15:25:07;Executed;"SCALYHzuHMjznhP";"Alphabet A";Security;Savings plan;US02079K3059;1,092;183,10;-199,9452;0,00;0,00;EUR
2025-01-27;15:17:45;Executed;"SCALtU48WcVvB2K";"NVIDIA";Security;Savings plan;US67066G1040;2,094;119,36;-249,9398;0,00;0,00;EUR
2025-01-27;15:06:57;Executed;"SCALwtXTVgxX3t5";"Amundi MSCI World V (Acc)";Security;Savings plan;LU1781541179;5,243;19,0705;-99,9866;0,00;0,00;EUR
2025-01-27;15:02:33;Executed;"SCALRHD5ACot8JP";"Intel Corp";Security;Savings plan;US4581401001;5,014;19,942;-99,9891;0,00;0,00;EUR
2025-01-27;11:58:53;Cancelled;"SCALfnS3zfBGVz5";"Leverage Shares 3x NVIDIA";Security;Buy;XS2820604770;0;0,00;0,00;0,00;0,00;EUR
2025-01-27;11:55:34;Executed;"SCAL5BJ7QUfpbQz";"NVIDIA";Security;Buy;US67066G1040;1;117,90;-117,90;0,99;0,00;EUR
2025-01-27;11:50:25;Executed;"SCAL84yVDEMY4Ew";"Leverage Shares 3x NVIDIA";Security;Buy;XS2820604770;3;36,886;-110,658;0,99;0,00;EUR
2025-01-27;10:51:08;Cancelled;"SCALjnS5N8oTRu7";"NVIDIA";Security;Buy;US67066G1040;0;0,00;0,00;0,00;0,00;EUR
2025-01-27;10:44:54;Executed;"SCALPUbBxUsy3PV";"Leverage Shares 3x NVIDIA";Security;Buy;XS2820604770;5;43,974;-219,87;0,99;0,00;EUR
2025-01-24;01:00:00;Executed;"TXDTOPZNTZVUXWIXVTUUFJ";"Scalable Capital Broker 7x savings plan";Cash;Deposit;;;;1.350,00;0,00;;EUR
2025-01-22;19:38:27;Executed;"SCALqCp4nqzpJfJ";"Leverage Shares 3x Long Artificial Intelligence (Acc)";Security;Sell;XS2779861751;3;30,78;92,34;0,99;0,00;EUR
2025-01-22;19:38:11;Cancelled;"SCALBMnJtfmDYpu";"Leverage Shares 3x Long Artificial Intelligence (Acc)";Security;Sell;XS2779861751;0;0,00;0,00;0,00;0,00;EUR
2025-01-22;12:17:02;Cancelled;"SCAL4SGbZxtW4Rp";"Leverage Shares 3x NVIDIA";Security;Sell;XS2820604770;0;0,00;0,00;0,00;0,00;EUR
2025-01-20;13:48:03;Executed;"SCALvjRtaHn1dvf";"iShares MSCI Global Semiconductors (Acc)";Security;Savings plan;IE000I8KRLL9;13,397;7,464;-99,9952;0,00;0,00;EUR
